id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response,Snapshot_Date,Snapshot_Year,Snapshot_Month,Snapshot_Quarter,Customer_State,Customer_Region
192840,Male,24,1,33.0,1,< 1 Year,No,27824.0,152.0,180,0,2025-01-27,2025,1,Q1,California,West
111560,Female,24,1,21.0,1,< 1 Year,No,27584.0,152.0,44,0,2025-03-06,2025,3,Q1,California,West
5407,Male,47,1,29.0,1,1-2 Year,No,2630.0,124.0,164,0,2025-12-18,2025,12,Q4,California,West
84614,Female,45,1,50.0,0,1-2 Year,Yes,36867.0,124.0,31,0,2025-11-24,2025,11,Q4,California,West
294917,Female,23,1,6.0,1,< 1 Year,No,33125.0,152.0,58,0,2025-04-27,2025,4,Q2,California,West
124139,Female,66,1,8.0,1,1-2 Year,No,32350.0,26.0,291,0,2025-07-28,2025,7,Q3,California,West
281100,Female,26,1,21.0,1,< 1 Year,No,20988.0,152.0,173,0,2025-08-11,2025,8,Q3,California,West
266378,Female,26,1,48.0,1,< 1 Year,No,2630.0,152.0,19,0,2025-06-17,2025,6,Q2,California,West
19982,Female,40,1,11.0,1,1-2 Year,No,24658.0,122.0,163,0,2025-08-28,2025,8,Q3,California,West
66214,Female,66,1,46.0,0,1-2 Year,Yes,38538.0,124.0,216,0,2025-01-21,2025,1,Q1,California,West
180644,Female,21,1,32.0,0,< 1 Year,No,23192.0,160.0,205,0,2025-03-11,2025,3,Q1,California,West
292408,Male,21,1,17.0,1,< 1 Year,No,40878.0,152.0,136,0,2025-11-28,2025,11,Q4,California,West
74067,Female,25,1,46.0,1,< 1 Year,No,29024.0,152.0,268,0,2025-08-28,2025,8,Q3,California,West
323200,Male,73,1,28.0,0,1-2 Year,Yes,45930.0,124.0,268,0,2025-01-24,2025,1,Q1,California,West
358706,Male,57,1,28.0,0,1-2 Year,Yes,23481.0,26.0,252,0,2025-04-07,2025,4,Q2,California,West
140632,Female,52,1,8.0,0,1-2 Year,Yes,65583.0,26.0,217,0,2025-02-16,2025,2,Q1,California,West
198656,Male,35,1,28.0,0,1-2 Year,Yes,36496.0,124.0,249,0,2025-10-07,2025,10,Q4,California,West
161943,Male,38,1,28.0,0,1-2 Year,No,40303.0,124.0,180,0,2025-11-02,2025,11,Q4,California,West
85572,Female,25,1,8.0,1,< 1 Year,No,21372.0,152.0,252,0,2025-02-24,2025,2,Q1,California,West
307245,Male,24,1,35.0,1,< 1 Year,No,2630.0,152.0,18,0,2025-07-27,2025,7,Q3,California,West
339936,Male,37,1,8.0,1,1-2 Year,No,30457.0,7.0,129,0,2025-08-09,2025,8,Q3,California,West
172063,Female,30,1,50.0,1,< 1 Year,No,2630.0,160.0,138,0,2025-11-26,2025,11,Q4,California,West
334305,Male,76,1,28.0,0,1-2 Year,Yes,32022.0,122.0,198,0,2025-10-31,2025,10,Q4,California,West
360550,Male,47,1,41.0,0,1-2 Year,Yes,38466.0,8.0,187,0,2025-03-14,2025,3,Q1,California,West
202835,Male,62,1,28.0,1,1-2 Year,No,28565.0,26.0,13,0,2025-01-11,2025,1,Q1,California,West
245367,Female,63,1,28.0,0,1-2 Year,Yes,45217.0,26.0,85,0,2025-09-30,2025,9,Q3,California,West
379139,Female,23,1,8.0,1,< 1 Year,No,47162.0,152.0,115,0,2025-12-10,2025,12,Q4,California,West
71817,Male,23,1,5.0,0,< 1 Year,Yes,29358.0,152.0,286,0,2025-09-30,2025,9,Q3,California,West
375710,Female,23,1,25.0,1,< 1 Year,No,29792.0,152.0,50,0,2025-07-18,2025,7,Q3,California,West
16742,Female,21,1,30.0,1,< 1 Year,No,24697.0,160.0,131,0,2025-02-11,2025,2,Q1,California,West
40088,Male,21,1,49.0,0,< 1 Year,Yes,2630.0,152.0,68,0,2025-11-26,2025,11,Q4,California,West
116092,Male,42,1,28.0,0,1-2 Year,Yes,24314.0,124.0,284,0,2025-07-18,2025,7,Q3,California,West
83863,Male,55,1,8.0,0,1-2 Year,Yes,38987.0,26.0,249,0,2025-04-25,2025,4,Q2,California,West
70176,Male,58,1,8.0,0,1-2 Year,Yes,2630.0,30.0,99,0,2025-01-04,2025,1,Q1,California,West
110920,Male,26,1,37.0,0,< 1 Year,Yes,25080.0,152.0,273,0,2025-06-03,2025,6,Q2,California,West
89113,Male,42,1,28.0,0,1-2 Year,Yes,42022.0,124.0,241,0,2025-05-19,2025,5,Q2,California,West
4764,Female,26,1,33.0,1,< 1 Year,No,31382.0,152.0,27,0,2025-05-25,2025,5,Q2,California,West
253244,Male,48,1,8.0,1,1-2 Year,No,35761.0,26.0,259,0,2025-06-04,2025,6,Q2,California,West
214656,Female,24,1,25.0,0,< 1 Year,Yes,34883.0,152.0,233,0,2025-01-15,2025,1,Q1,California,West
369138,Female,25,1,33.0,1,< 1 Year,No,2630.0,152.0,130,0,2025-01-04,2025,1,Q1,California,West
29297,Male,44,1,28.0,0,1-2 Year,No,40227.0,26.0,92,0,2025-07-07,2025,7,Q3,California,West
205690,Female,76,1,48.0,1,1-2 Year,No,2630.0,15.0,181,0,2025-10-30,2025,10,Q4,California,West
93686,Female,42,1,28.0,0,1-2 Year,Yes,45288.0,45.0,188,0,2025-03-09,2025,3,Q1,California,West
51639,Female,32,1,35.0,0,1-2 Year,Yes,2630.0,125.0,70,0,2025-04-11,2025,4,Q2,California,West
242556,Female,53,1,28.0,0,1-2 Year,No,41358.0,26.0,107,0,2025-02-10,2025,2,Q1,California,West
4213,Male,20,1,6.0,0,< 1 Year,Yes,38547.0,160.0,104,0,2025-03-19,2025,3,Q1,California,West
52791,Female,76,1,3.0,0,1-2 Year,Yes,2630.0,26.0,153,0,2025-01-02,2025,1,Q1,California,West
241705,Male,42,1,28.0,0,1-2 Year,Yes,34761.0,52.0,294,0,2025-01-06,2025,1,Q1,California,West
72472,Male,27,1,3.0,1,< 1 Year,No,24134.0,152.0,21,0,2025-12-09,2025,12,Q4,California,West
52043,Female,45,1,28.0,0,> 2 Years,Yes,46918.0,51.0,113,0,2025-12-30,2025,12,Q4,California,West
273487,Male,60,1,33.0,1,1-2 Year,No,46790.0,26.0,147,0,2025-12-07,2025,12,Q4,California,West
84143,Male,44,1,28.0,1,1-2 Year,No,30555.0,60.0,274,0,2025-02-03,2025,2,Q1,California,West
143087,Female,45,1,3.0,0,1-2 Year,Yes,60647.0,26.0,174,0,2025-02-06,2025,2,Q1,California,West
308716,Male,47,1,28.0,0,1-2 Year,Yes,37338.0,26.0,220,0,2025-02-20,2025,2,Q1,California,West
214212,Female,31,1,39.0,0,1-2 Year,No,2630.0,156.0,246,0,2025-05-02,2025,5,Q2,California,West
92886,Male,29,1,50.0,0,< 1 Year,Yes,2630.0,152.0,272,0,2025-06-07,2025,6,Q2,California,West
82352,Female,43,1,28.0,0,1-2 Year,Yes,27893.0,26.0,256,0,2025-04-29,2025,4,Q2,California,West
309790,Male,55,1,28.0,0,1-2 Year,Yes,25929.0,55.0,125,0,2025-08-02,2025,8,Q3,California,West
357120,Male,50,1,28.0,0,1-2 Year,Yes,63149.0,26.0,202,0,2025-08-15,2025,8,Q3,California,West
46632,Female,25,1,6.0,1,< 1 Year,No,32069.0,152.0,76,0,2025-05-20,2025,5,Q2,California,West
244131,Female,21,1,45.0,1,< 1 Year,No,29694.0,160.0,270,0,2025-06-09,2025,6,Q2,California,West
69535,Male,46,1,23.0,0,1-2 Year,Yes,21787.0,124.0,62,0,2025-02-07,2025,2,Q1,California,West
323428,Male,29,1,21.0,1,< 1 Year,No,25080.0,152.0,86,0,2025-10-21,2025,10,Q4,California,West
193916,Female,30,1,29.0,1,< 1 Year,No,26543.0,152.0,58,0,2025-08-28,2025,8,Q3,California,West
64916,Female,33,1,3.0,0,1-2 Year,Yes,26574.0,26.0,107,0,2025-05-24,2025,5,Q2,California,West
171969,Male,25,1,24.0,1,< 1 Year,No,2630.0,152.0,97,0,2025-03-28,2025,3,Q1,California,West
100019,Male,21,1,18.0,1,1-2 Year,Yes,2630.0,163.0,272,0,2025-11-06,2025,11,Q4,California,West
134882,Male,51,1,28.0,0,> 2 Years,Yes,36953.0,122.0,32,0,2025-10-18,2025,10,Q4,California,West
329929,Male,21,1,3.0,1,< 1 Year,No,21570.0,160.0,176,0,2025-01-22,2025,1,Q1,California,West
106376,Male,29,1,27.0,1,< 1 Year,No,23794.0,152.0,157,0,2025-09-17,2025,9,Q3,California,West
105178,Female,26,1,6.0,1,< 1 Year,No,21656.0,152.0,243,0,2025-07-06,2025,7,Q3,California,West
5070,Male,22,1,28.0,1,< 1 Year,No,52481.0,152.0,156,0,2025-11-30,2025,11,Q4,California,West
148897,Male,50,1,28.0,1,1-2 Year,No,52569.0,124.0,138,0,2025-10-08,2025,10,Q4,California,West
232898,Male,24,1,15.0,1,< 1 Year,No,26494.0,152.0,235,0,2025-02-20,2025,2,Q1,California,West
290095,Male,42,1,29.0,1,1-2 Year,Yes,26396.0,26.0,10,0,2025-04-29,2025,4,Q2,California,West
302612,Male,44,1,8.0,0,1-2 Year,Yes,35668.0,7.0,254,0,2025-01-25,2025,1,Q1,California,West
93921,Male,24,1,12.0,1,< 1 Year,No,24234.0,152.0,146,0,2025-05-17,2025,5,Q2,California,West
253159,Male,23,1,29.0,1,< 1 Year,No,21774.0,152.0,44,0,2025-10-24,2025,10,Q4,California,West
208270,Male,71,1,8.0,0,1-2 Year,No,56666.0,120.0,252,0,2025-11-18,2025,11,Q4,California,West
98696,Female,23,1,29.0,1,< 1 Year,No,38888.0,152.0,261,0,2025-12-27,2025,12,Q4,California,West
46048,Male,22,1,26.0,1,< 1 Year,No,27460.0,152.0,172,0,2025-01-22,2025,1,Q1,California,West
265107,Male,48,1,36.0,1,1-2 Year,No,2630.0,124.0,285,0,2025-06-11,2025,6,Q2,California,West
182732,Male,70,1,8.0,0,1-2 Year,Yes,43568.0,124.0,150,0,2025-01-24,2025,1,Q1,California,West
348187,Male,46,1,33.0,0,< 1 Year,No,2630.0,1.0,185,0,2025-06-03,2025,6,Q2,California,West
80784,Female,56,1,46.0,1,1-2 Year,No,40240.0,124.0,51,0,2025-07-27,2025,7,Q3,California,West
319814,Female,39,1,46.0,0,1-2 Year,Yes,2630.0,157.0,161,0,2025-03-11,2025,3,Q1,California,West
222879,Male,25,1,43.0,0,< 1 Year,Yes,31847.0,152.0,219,0,2025-08-18,2025,8,Q3,California,West
188127,Female,24,1,6.0,1,< 1 Year,No,25576.0,152.0,259,0,2025-01-16,2025,1,Q1,California,West
192929,Male,23,1,41.0,1,< 1 Year,No,33354.0,152.0,280,0,2025-12-02,2025,12,Q4,California,West
269873,Female,34,1,8.0,1,1-2 Year,No,65542.0,152.0,102,0,2025-01-08,2025,1,Q1,California,West
308523,Male,64,1,0.0,0,1-2 Year,Yes,2630.0,7.0,51,0,2025-02-26,2025,2,Q1,California,West
153591,Male,20,1,25.0,0,< 1 Year,Yes,24830.0,160.0,86,0,2025-12-13,2025,12,Q4,California,West
270533,Female,22,1,46.0,1,< 1 Year,No,24657.0,152.0,180,0,2025-04-20,2025,4,Q2,California,West
106312,Male,51,1,48.0,0,1-2 Year,Yes,2630.0,26.0,242,0,2025-03-16,2025,3,Q1,California,West
262709,Female,22,1,22.0,0,< 1 Year,No,41278.0,151.0,11,0,2025-11-26,2025,11,Q4,California,West
149612,Male,21,1,33.0,1,< 1 Year,No,30626.0,152.0,283,0,2025-11-30,2025,11,Q4,California,West
106944,Female,29,1,30.0,0,< 1 Year,No,2630.0,1.0,179,0,2025-03-28,2025,3,Q1,California,West
281186,Male,42,1,28.0,1,1-2 Year,No,24046.0,26.0,123,0,2025-07-02,2025,7,Q3,California,West
56797,Female,59,1,6.0,1,1-2 Year,Yes,50464.0,26.0,164,0,2025-03-23,2025,3,Q1,California,West
100395,Female,22,1,10.0,1,< 1 Year,No,23425.0,152.0,114,0,2025-02-24,2025,2,Q1,California,West
79858,Female,27,1,28.0,1,< 1 Year,No,47778.0,152.0,188,0,2025-03-07,2025,3,Q1,California,West
190903,Male,39,1,28.0,0,1-2 Year,Yes,49382.0,124.0,152,0,2025-04-08,2025,4,Q2,California,West
38308,Male,46,1,28.0,1,1-2 Year,No,48735.0,124.0,281,0,2025-10-24,2025,10,Q4,California,West
180212,Female,25,1,14.0,1,< 1 Year,No,27908.0,152.0,128,0,2025-04-15,2025,4,Q2,California,West
173151,Male,32,1,41.0,0,< 1 Year,Yes,28700.0,152.0,225,0,2025-04-16,2025,4,Q2,California,West
270791,Female,39,1,37.0,1,1-2 Year,No,29827.0,124.0,291,0,2025-07-22,2025,7,Q3,California,West
111351,Male,44,1,35.0,0,1-2 Year,Yes,20632.0,124.0,274,0,2025-10-14,2025,10,Q4,California,West
36020,Male,49,1,28.0,0,1-2 Year,Yes,45179.0,124.0,229,0,2025-05-07,2025,5,Q2,California,West
143364,Female,32,1,0.0,0,1-2 Year,No,2630.0,122.0,18,0,2025-01-16,2025,1,Q1,California,West
138882,Female,40,1,29.0,0,1-2 Year,Yes,22818.0,156.0,76,0,2025-02-28,2025,2,Q1,California,West
134513,Male,46,1,41.0,0,1-2 Year,Yes,36921.0,26.0,218,0,2025-06-24,2025,6,Q2,California,West
309330,Male,21,1,8.0,0,< 1 Year,No,33691.0,160.0,222,0,2025-01-05,2025,1,Q1,California,West
288935,Male,33,1,28.0,0,< 1 Year,Yes,29463.0,154.0,165,0,2025-12-10,2025,12,Q4,California,West
327450,Female,52,1,8.0,0,1-2 Year,Yes,2630.0,26.0,267,0,2025-10-16,2025,10,Q4,California,West
157085,Male,61,1,28.0,0,1-2 Year,Yes,27270.0,147.0,101,0,2025-09-19,2025,9,Q3,California,West
247214,Female,33,1,41.0,1,< 1 Year,No,51083.0,152.0,272,0,2025-12-08,2025,12,Q4,California,West
357582,Male,25,1,30.0,1,< 1 Year,No,30348.0,152.0,172,0,2025-10-08,2025,10,Q4,California,West
350444,Male,54,1,46.0,0,1-2 Year,Yes,2630.0,157.0,56,0,2025-11-03,2025,11,Q4,California,West
365320,Male,24,1,28.0,1,< 1 Year,No,43188.0,152.0,190,0,2025-07-10,2025,7,Q3,California,West
328933,Female,23,1,28.0,1,< 1 Year,No,27295.0,152.0,45,0,2025-06-14,2025,6,Q2,California,West
371413,Male,22,1,36.0,1,< 1 Year,No,28418.0,152.0,105,0,2025-11-22,2025,11,Q4,California,West
164875,Male,41,1,28.0,0,1-2 Year,Yes,46504.0,124.0,204,0,2025-06-23,2025,6,Q2,California,West
306315,Male,25,1,46.0,1,< 1 Year,No,28404.0,152.0,16,0,2025-09-16,2025,9,Q3,California,West
241185,Female,43,1,28.0,0,1-2 Year,No,25531.0,124.0,232,0,2025-11-24,2025,11,Q4,California,West
342293,Male,33,1,35.0,1,< 1 Year,No,27362.0,152.0,183,0,2025-06-19,2025,6,Q2,California,West
137307,Female,23,1,14.0,0,< 1 Year,Yes,21357.0,151.0,29,0,2025-11-12,2025,11,Q4,California,West
93463,Male,21,1,39.0,1,< 1 Year,Yes,2630.0,160.0,225,0,2025-11-22,2025,11,Q4,California,West
34243,Female,20,1,6.0,1,< 1 Year,No,30330.0,160.0,15,0,2025-07-09,2025,7,Q3,California,West
317997,Female,78,1,28.0,0,1-2 Year,Yes,46943.0,124.0,138,0,2025-06-20,2025,6,Q2,California,West
243126,Male,25,1,28.0,1,< 1 Year,Yes,30305.0,152.0,65,0,2025-10-01,2025,10,Q4,California,West
270741,Male,51,1,46.0,0,> 2 Years,Yes,24939.0,11.0,282,0,2025-04-08,2025,4,Q2,California,West
9155,Male,54,1,28.0,0,1-2 Year,Yes,43093.0,122.0,137,0,2025-08-14,2025,8,Q3,California,West
133824,Male,24,1,15.0,1,< 1 Year,No,37341.0,26.0,293,0,2025-02-21,2025,2,Q1,California,West
142151,Female,74,1,39.0,0,> 2 Years,Yes,2630.0,26.0,34,0,2025-07-18,2025,7,Q3,California,West
319591,Male,43,1,40.0,0,1-2 Year,Yes,2630.0,26.0,39,0,2025-03-13,2025,3,Q1,California,West
277003,Male,28,1,8.0,1,< 1 Year,No,42793.0,152.0,274,0,2025-08-11,2025,8,Q3,California,West
322404,Female,25,1,30.0,1,< 1 Year,No,36263.0,152.0,85,0,2025-05-26,2025,5,Q2,California,West
325415,Female,24,1,33.0,1,< 1 Year,No,30176.0,152.0,240,0,2025-12-04,2025,12,Q4,California,West
311600,Female,25,1,41.0,1,< 1 Year,No,25827.0,152.0,251,0,2025-04-13,2025,4,Q2,California,West
343535,Male,22,1,8.0,0,1-2 Year,Yes,73814.0,124.0,214,0,2025-08-14,2025,8,Q3,California,West
56753,Male,64,1,28.0,0,> 2 Years,Yes,73348.0,26.0,31,0,2025-09-03,2025,9,Q3,California,West
326211,Female,46,1,28.0,0,1-2 Year,Yes,43451.0,26.0,47,0,2025-03-25,2025,3,Q1,California,West
351191,Male,55,1,28.0,1,1-2 Year,No,2630.0,26.0,248,0,2025-07-10,2025,7,Q3,California,West
152753,Male,25,1,41.0,1,< 1 Year,No,51062.0,152.0,147,0,2025-04-25,2025,4,Q2,California,West
372274,Male,57,1,48.0,0,1-2 Year,Yes,2630.0,26.0,215,0,2025-08-21,2025,8,Q3,California,West
377011,Male,21,1,28.0,0,< 1 Year,Yes,41278.0,156.0,288,0,2025-11-29,2025,11,Q4,California,West
323495,Female,47,1,28.0,0,1-2 Year,Yes,2630.0,26.0,137,0,2025-12-25,2025,12,Q4,California,West
283633,Female,62,1,14.0,0,> 2 Years,Yes,28439.0,26.0,47,0,2025-02-05,2025,2,Q1,California,West
49093,Male,21,1,47.0,0,< 1 Year,Yes,34894.0,152.0,178,0,2025-03-05,2025,3,Q1,California,West
251219,Female,79,1,28.0,0,1-2 Year,Yes,23734.0,26.0,38,0,2025-09-28,2025,9,Q3,California,West
134589,Female,23,1,8.0,0,< 1 Year,Yes,27951.0,152.0,76,0,2025-03-30,2025,3,Q1,California,West
74131,Male,54,1,8.0,1,1-2 Year,No,2630.0,26.0,15,0,2025-10-18,2025,10,Q4,California,West
109748,Female,43,1,28.0,1,1-2 Year,No,37286.0,124.0,149,0,2025-09-07,2025,9,Q3,California,West
356912,Female,32,1,2.0,1,< 1 Year,No,27653.0,152.0,104,0,2025-02-28,2025,2,Q1,California,West
333233,Female,25,1,9.0,0,< 1 Year,Yes,53440.0,152.0,121,0,2025-10-26,2025,10,Q4,California,West
332537,Female,20,1,30.0,0,< 1 Year,Yes,2630.0,160.0,193,0,2025-03-09,2025,3,Q1,California,West
351517,Male,65,1,8.0,0,1-2 Year,Yes,38212.0,124.0,68,0,2025-04-12,2025,4,Q2,California,West
319147,Male,72,1,28.0,0,1-2 Year,Yes,65463.0,26.0,200,0,2025-09-27,2025,9,Q3,California,West
90727,Female,66,1,28.0,0,> 2 Years,Yes,39740.0,26.0,56,0,2025-11-23,2025,11,Q4,California,West
346154,Male,26,1,11.0,1,< 1 Year,No,25622.0,152.0,213,0,2025-01-22,2025,1,Q1,California,West
18503,Female,26,1,3.0,1,< 1 Year,No,24182.0,152.0,192,0,2025-08-27,2025,8,Q3,California,West
171562,Male,64,1,31.0,1,1-2 Year,No,2630.0,124.0,66,0,2025-04-01,2025,4,Q2,California,West
113301,Female,26,1,45.0,1,< 1 Year,No,26773.0,152.0,222,0,2025-12-05,2025,12,Q4,California,West
253962,Male,44,1,28.0,1,1-2 Year,No,31758.0,124.0,118,0,2025-04-20,2025,4,Q2,California,West
348746,Female,25,1,29.0,1,< 1 Year,No,37354.0,152.0,254,0,2025-01-14,2025,1,Q1,California,West
164055,Female,22,1,16.0,1,< 1 Year,No,22127.0,152.0,135,0,2025-03-26,2025,3,Q1,California,West
253999,Male,64,1,28.0,0,1-2 Year,Yes,40872.0,124.0,271,0,2025-11-13,2025,11,Q4,California,West
54460,Female,37,1,2.0,0,1-2 Year,Yes,29352.0,152.0,181,0,2025-10-23,2025,10,Q4,California,West
108751,Female,25,1,10.0,0,< 1 Year,No,2630.0,152.0,75,0,2025-06-17,2025,6,Q2,California,West
376555,Male,48,1,0.0,1,1-2 Year,No,2630.0,152.0,11,0,2025-06-02,2025,6,Q2,California,West
75101,Male,69,1,46.0,0,1-2 Year,Yes,33523.0,156.0,144,0,2025-02-07,2025,2,Q1,California,West
70783,Male,22,1,29.0,1,< 1 Year,No,48070.0,152.0,68,0,2025-08-10,2025,8,Q3,California,West
195604,Male,24,1,15.0,1,< 1 Year,No,2630.0,151.0,257,0,2025-09-09,2025,9,Q3,California,West
166668,Male,20,1,8.0,1,< 1 Year,No,36745.0,160.0,234,0,2025-06-03,2025,6,Q2,California,West
48242,Male,24,1,37.0,0,< 1 Year,Yes,38633.0,152.0,132,0,2025-09-18,2025,9,Q3,California,West
348612,Female,41,1,39.0,0,1-2 Year,Yes,2630.0,156.0,151,0,2025-06-17,2025,6,Q2,California,West
236258,Male,24,1,17.0,1,< 1 Year,No,76458.0,152.0,79,0,2025-11-24,2025,11,Q4,California,West
75078,Male,62,1,8.0,1,1-2 Year,No,52308.0,26.0,10,0,2025-12-26,2025,12,Q4,California,West
302337,Male,48,1,46.0,1,1-2 Year,No,20343.0,124.0,212,0,2025-01-17,2025,1,Q1,California,West
146623,Male,23,1,30.0,1,< 1 Year,No,23450.0,152.0,294,0,2025-02-09,2025,2,Q1,California,West
48127,Female,24,1,8.0,1,< 1 Year,No,42449.0,152.0,235,0,2025-07-26,2025,7,Q3,California,West
62893,Female,23,1,16.0,1,< 1 Year,No,23017.0,152.0,158,0,2025-02-19,2025,2,Q1,California,West
357029,Male,42,1,24.0,0,1-2 Year,Yes,27799.0,26.0,229,0,2025-01-22,2025,1,Q1,California,West
370425,Female,25,1,47.0,0,< 1 Year,Yes,32202.0,152.0,194,0,2025-03-23,2025,3,Q1,California,West
2593,Female,23,1,17.0,1,< 1 Year,No,39428.0,152.0,25,0,2025-10-24,2025,10,Q4,California,West
294876,Male,48,1,41.0,0,1-2 Year,Yes,35462.0,26.0,160,0,2025-10-16,2025,10,Q4,California,West
183412,Female,24,1,14.0,1,< 1 Year,No,43076.0,152.0,113,0,2025-01-27,2025,1,Q1,California,West
109897,Female,23,1,30.0,1,< 1 Year,No,25100.0,152.0,258,0,2025-10-01,2025,10,Q4,California,West
165557,Male,45,1,28.0,0,1-2 Year,Yes,33642.0,26.0,154,0,2025-10-18,2025,10,Q4,California,West
275144,Female,74,1,48.0,1,1-2 Year,No,2630.0,26.0,156,0,2025-03-21,2025,3,Q1,California,West
107443,Female,38,1,28.0,1,1-2 Year,No,36760.0,124.0,138,0,2025-07-12,2025,7,Q3,California,West
216625,Female,23,1,15.0,1,< 1 Year,No,27591.0,152.0,84,0,2025-12-21,2025,12,Q4,California,West
250790,Male,22,1,46.0,1,< 1 Year,No,27096.0,152.0,66,0,2025-12-11,2025,12,Q4,California,West
160934,Female,66,1,39.0,1,1-2 Year,No,40406.0,26.0,63,0,2025-11-20,2025,11,Q4,California,West
313919,Female,40,1,28.0,0,1-2 Year,Yes,54798.0,124.0,221,0,2025-01-30,2025,1,Q1,California,West
119215,Male,21,1,36.0,1,< 1 Year,Yes,32606.0,160.0,289,0,2025-01-13,2025,1,Q1,California,West
241169,Male,23,1,7.0,1,< 1 Year,No,24102.0,152.0,172,0,2025-05-31,2025,5,Q2,California,West
341707,Female,27,1,33.0,1,< 1 Year,No,2630.0,152.0,56,0,2025-06-24,2025,6,Q2,California,West
340052,Male,27,1,47.0,0,< 1 Year,Yes,28924.0,152.0,85,0,2025-03-31,2025,3,Q1,California,West
166445,Male,22,1,15.0,0,< 1 Year,Yes,27199.0,152.0,227,0,2025-04-01,2025,4,Q2,California,West
122874,Female,23,1,9.0,1,< 1 Year,No,38481.0,151.0,20,0,2025-02-21,2025,2,Q1,California,West
166769,Female,28,1,27.0,1,< 1 Year,No,20914.0,152.0,242,0,2025-05-13,2025,5,Q2,California,West
279713,Male,36,1,8.0,0,1-2 Year,No,2630.0,26.0,217,0,2025-11-22,2025,11,Q4,California,West
82855,Female,24,1,41.0,0,< 1 Year,Yes,37126.0,26.0,262,0,2025-08-25,2025,8,Q3,California,West
90092,Female,37,1,28.0,0,1-2 Year,Yes,2630.0,124.0,84,0,2025-03-20,2025,3,Q1,California,West
299948,Male,21,1,14.0,0,< 1 Year,Yes,29076.0,152.0,157,0,2025-12-28,2025,12,Q4,California,West
27746,Male,25,1,28.0,1,< 1 Year,No,45487.0,152.0,89,0,2025-05-15,2025,5,Q2,California,West
348459,Female,23,1,2.0,0,< 1 Year,No,28172.0,151.0,136,0,2025-02-09,2025,2,Q1,California,West
52592,Female,28,1,24.0,1,< 1 Year,Yes,27360.0,152.0,216,0,2025-01-12,2025,1,Q1,California,West
281836,Male,44,1,18.0,1,1-2 Year,No,30722.0,124.0,244,0,2025-06-23,2025,6,Q2,California,West
215802,Female,24,1,46.0,1,< 1 Year,No,25465.0,160.0,74,0,2025-02-08,2025,2,Q1,California,West
58088,Male,44,1,41.0,0,> 2 Years,Yes,30694.0,26.0,175,0,2025-06-29,2025,6,Q2,California,West
122405,Female,25,1,41.0,1,< 1 Year,No,44255.0,152.0,204,0,2025-07-28,2025,7,Q3,California,West
9078,Female,58,1,28.0,0,1-2 Year,Yes,54030.0,124.0,135,0,2025-06-12,2025,6,Q2,California,West
120319,Male,24,1,10.0,1,< 1 Year,No,27887.0,152.0,29,0,2025-03-12,2025,3,Q1,California,West
17829,Male,49,1,29.0,0,1-2 Year,Yes,53125.0,26.0,68,0,2025-11-11,2025,11,Q4,California,West
219396,Male,24,1,9.0,0,< 1 Year,Yes,36034.0,152.0,222,0,2025-12-22,2025,12,Q4,California,West
282129,Male,26,1,41.0,0,< 1 Year,Yes,30576.0,152.0,240,0,2025-06-08,2025,6,Q2,California,West
188920,Female,30,1,0.0,1,< 1 Year,No,2630.0,151.0,55,0,2025-03-05,2025,3,Q1,California,West
73006,Male,23,1,50.0,1,< 1 Year,No,34277.0,152.0,11,0,2025-04-27,2025,4,Q2,California,West
193476,Male,46,1,8.0,0,1-2 Year,Yes,36296.0,124.0,247,0,2025-05-01,2025,5,Q2,California,West
114222,Female,24,1,29.0,1,< 1 Year,No,34729.0,152.0,89,0,2025-04-22,2025,4,Q2,California,West
336247,Female,70,1,28.0,0,> 2 Years,Yes,49439.0,124.0,111,0,2025-02-11,2025,2,Q1,California,West
34139,Male,40,1,15.0,0,1-2 Year,Yes,42146.0,26.0,171,0,2025-01-09,2025,1,Q1,California,West
242503,Male,45,1,28.0,1,1-2 Year,No,42366.0,125.0,45,0,2025-09-16,2025,9,Q3,California,West
161409,Male,24,1,14.0,1,< 1 Year,No,23693.0,152.0,260,0,2025-02-15,2025,2,Q1,California,West
39072,Female,23,1,30.0,1,< 1 Year,No,30683.0,26.0,188,0,2025-07-30,2025,7,Q3,California,West
152278,Female,43,1,28.0,0,1-2 Year,Yes,50512.0,124.0,295,0,2025-02-22,2025,2,Q1,California,West
75091,Female,55,1,28.0,0,> 2 Years,Yes,41953.0,26.0,22,0,2025-11-28,2025,11,Q4,California,West
288945,Male,61,1,28.0,0,1-2 Year,Yes,43164.0,124.0,245,0,2025-07-05,2025,7,Q3,California,West
359063,Female,47,1,28.0,0,1-2 Year,Yes,49508.0,122.0,239,0,2025-10-01,2025,10,Q4,California,West
203568,Female,24,1,45.0,1,< 1 Year,No,35000.0,152.0,173,0,2025-11-20,2025,11,Q4,California,West
37339,Male,72,1,29.0,0,1-2 Year,Yes,24812.0,124.0,51,0,2025-06-23,2025,6,Q2,California,West
264787,Male,54,1,8.0,0,1-2 Year,Yes,51148.0,124.0,236,0,2025-01-23,2025,1,Q1,California,West
239745,Male,46,1,28.0,0,1-2 Year,Yes,45020.0,124.0,264,0,2025-02-09,2025,2,Q1,California,West
